Release_Date,Category,Product,Sub_Product,Function,Sub_Function,Release_Summary,Release_Note,Slack Link,Product Video,CS Video Int,CS Video Ext,Release_Note_Link,Documentation,Assigned Resource,CS Video Added Date
08/03/2023,Utility,Platform,,,,Sysdig Support Matrix is officially ready for internal use. ,"What is it?
An interactive web-app to answer the question ""do we support this environment?""
Where is it?
https://support-matrix.sysdig.teleport.sh/
Choose other sign in options -> click Okta to log in
What can it tell me?
It currently provides information on platforms, distributions, and architectures supported for installing Agent, Host Scanner, Runtime scanner, and KSPM. It will tell you:
Has that combination been tested?
Have we observed a given combination in a customer environment?
How many unique customers have deployed all those containers?
These questions are answered for both orchestrated & non-orchestrated environments
How can I learn more?
Both upcoming ""What's Cooking"" sessions will feature a demonstration of the tool.
Please give it a try and reach out on the #secure-support-matrix channel with any feedback, comments, or questions :slightly_smiling_face:
Current limitations:
The customer data is based only on SaaS environments (ingestion of Onprem & IBM data in the roadmap)
Some k8s and OS version data is missing. We are working with MDS team to address this limitation",Slack Link,NA,NA,NA,NA,,,
08/03/2023,Product Feature,Secure,Onboarding,,,First Time Onboarding: AWS updated to Agentless ,We've now removed the Agent (cloud-connector) and replaced with Agentless (Eventbridge) for connecting AWS Cloud Accounts in First Time Onboarding. Bringing into alignment with the new AWS Wizard we released in June in Data Sources.,Slack Link,Video,New Flow,New Flow,,,Gaurang,
08/04/2023,Product Feature,Platform,Platform Integration,Audit,,Accessing admin endpoints is now logged in the Sysdig Platform Audit log,"What?
Accessing admin endpoints is now logged in the Sysdig Platform Audit log
Why?
The admin endpoints were missing from the Sysdig Platform Audit, which would mean it was impossible to track who accessed them and when. 
Added several new entity types: billing_report, customer, customer_metrics, customer_signup, ondemand_usage, trial_plan, and usage_summary.
Availability:
GA in all SaaS regions",Slack Link,NA,NA,NA,NA,Docs Link,,
08/07/2023,Product Feature,Secure,Detection & Response,Falco,Policy/Rule,The Runtime Detection team is excited to release the newly designed Tuner dialog,"easy to understand name, value format.
each suggestion gets its own apply button, allowing user to think about each one of them separately
no more ending up at the rule editor page.
allows the customer to tweak value.
allows you to see previously applied values for the exception
tells you the time period did the tuner looked for events to come up with these suggestions.
for customers managing exceptions outside the Sysdig Secure via YAML or terraform, now they can get the snippet for each of the tuner suggestions.
Note: This is UI/UX change only. Fundamental behavior of the tuner is not changed.",Slack Link,NA,NA,NA,Release Notes,NA,,
08/08/2023,Product Feature,Secure,,,,"Enterprise customers need to focus each team to access only the relevant Sysdig Secure business data that is relevant for them.
In a cross-teams effort of the Platform, Inventory, Posture, Vulnerabilities and Docs teams, we are happy to introduce Team Zones !","WHAT?
Define Team Zones (a new way to configure a scope for teams)
Edit a team, define its Zones
Enable Zones specific for Vulnerability scan results
Pipeline and Registry scan results can be scoped by the Registry or Repository of the image with a “in” or “Contains” operator.
Enable new zones scope “image” on the zones definition page and extended through Zones application in the teams page
WHY?
Focus teams on Inventory, Posture and VM results applicable to their team
Main Notes:
To enable Team Zone selection for a customer, please send the request, including customer ID to #platform-services-and-enterprise-readiness
Home Page ToDo recommendations are not yet affected by team zones
Vulnerabilities: Zones scopes at the platform level, such as AWS Account ID, do not yet imply inheritance to the registry or runtime level",Slack Link,NA,Video,Video,NA,Docs Link,Srikant,08/24/2023
08/09/2023,Component,Platform,Terraform Provider,,,1.11.1,"Hi all, we have just released v1.11.1 version of terraform provider. With this version we:
allow usage of alerts v2 on IBM
hotfix cspm policy creation
 For more info about actual changes refer to changelog",Slack Link,NA,NA,NA,NA,NA,,
08/10/2023,Product Feature,Monitor,Explore,Metric Usage,,Two fresh from the oven features in Monitor - Metrics Usage being released this week- TS Count Over TIme & Label Usage,"Time Series Count Over Time - Help users spot time series churn
Label usage - Enable a deeper understanding of how labels are contributing to the metric TS.",Slack Link,Video,New Flow,New Flow,NA,NA,Gaurang,
08/10/2023,Product Feature,Platform,Settings,RBAC,,Zones and Policies RBAC Permissions - GA,"Enterprise customers need to focus each team to access only the relevant Sysdig Secure actions that are relevant for them.
The Posture and Platform Teams are happy to introduce 2 New permission items under Sysdig Secure → Policies:
Zones (Read, Edit)
Posture Policies (Read, Edit)
WHAT?
Control the access to Zones and Posture Policies including the APIs
WHY?
Administrators want to control who could edit settings that effect the Posture results
What about existing roles?
Default Roles- Team Manager, Advanced User:
now have Zones → Edit and Posture Policies → Edit
All Existing Custom Roles and Default Roles- Service Manager, Standard User, View Only:
now have Zones → Read and Posture Policies → Read",Slack Link,NA,Coming Soon,Coming Soon,NA,Docs Link,,
08/21/2023,Product Feature,Secure,Detection & Response,Cloud (CDR),,Agentless CDR - Okta Threat Detections (Tech Preview),"The Falco Cloud team just released the support for Agentless threat detections on Okta!
After connecting their Okta organization with just a few clicks, customers will be able to monitor activities happening on their identity provider through the power of Falco :falco-dealwithit:",Slack Link,NA,NA,NA,Release Notes,Docs Link,,
08/21/2023,Component,Platform,Agent,,,12.16.0,"Among other goodies you should no longer fear cgroups v2 setups, which got full support with 12.16.0.",Slack Link,NA,,,Release Notes,NA,,
08/21/2023,Component,Platform,Terraform Provider,,,1.12.0,"new terraform provider version just released, v1.12.0, changelog, new features:
add form based prometheus alert type
add change alert type
add resource for silence rule
add new notification channel types
add missing arguments to (legacy) webhook notification channels
add missing arguments to monitor slack notification channels",Slack Link,NA,NA,NA,Release Notes,Docs Link,,
08/22/2023,Component,Secure,Admission Controller,,,KSPM Admission Controller (CA),"It marks a significant step forward for our KSPM platform, as it brings together all the power of our existing KSPM features, such as policies, controls, and zones, and extends their application to the admission control phase as well.
Here's what you need to know about this milestone release:
Dry-run Mode: The new Admission Controller currently operates in dry-run mode only. This means it won't block any resource. Instead, it will actively identify any violations and report them in the events feed.
Extensible Policy Framework: We've designed the new admission controller with an extensible policy framework in mind. While the KSPM engine is the first to join this framework, our Vulnerability Management engine will also integrate soon, allowing us to make accept/reject decisions based on image scanning results.
Enforcement Configuration: We understand the importance of enforcement, and we're already working on bringing enforcement configuration to the Admission Controller. Stay tuned for upcoming updates, as we are committed to delivering this feature as a later phase",Slack Link,Video,Video,Video,,,Srikant,08/29/2023
08/22/2023,Component,Secure,SFC-AWS-TF,,,1.0.0,"This is our first but very important step in Vulnerability Management to increase our deployment flexibility by allowing customers to easily and seamlessly scan and remediate vulnerabilities proactively for EC2 hosts. This launch sets the foundation to allow Sysdig customers to have a hybrid deployment of Agent + Agentless connections to secure their environment.
WHAT?
Scan EC2 hosts in AWS without an agent
Set it up in less than 15 minutes
No upgrades or maintenance of agents to get the latest features
WHY?
Easy to try & deploy: No maintenance, easy setup
Cheaper to run: No compute cost for the customer
No Disruptions: Scanning is completely passive, no agents in production
HOW?
Scanning via creating snapshots",Slack Link,Video ,NA,NA,Release Notes,Docs Link,,
08/22/2023,Product Feature,Secure,VM,Runtime,Host,AWS Agentless Host Scanning - Controlled Availability,"This is our first but very important step in Vulnerability Management to increase our deployment flexibility by allowing customers to easily and seamlessly scan and remediate vulnerabilities proactively for EC2 hosts. This launch sets the foundation to allow Sysdig customers to have a hybrid deployment of Agent + Agentless connections to secure their environment.
WHAT?
Scan EC2 hosts in AWS without an agent
Set it up in less than 15 minutes
No upgrades or maintenance of agents to get the latest features
WHY?
Easy to try & deploy: No maintenance, easy setup
Cheaper to run: No compute cost for the customer
No Disruptions: Scanning is completely passive, no agents in production
HOW?
Scanning via creating snapshots",Slack Link,Video ,Coming Soon,Coming Soon,Release Notes,Docs Link,Majid,
08/25/2023,Product Feature,Secure,Detection & Response,Cloud (CDR),,GitHub Threat detection CA,"Leveraging the IaC integration our team built, we extended the coverage for our GitHub app to support Threat Detection!
You know the drill:
Falco engine as a service
Open source plugin for GitHub
Rules and policies provided by our Threat Research Team
as straightforward to explain as to be used!",Slack Link,,Coming Soon,Coming Soon,,Docs Link,Gaurang,
8/28/2023,Product Feature,Secure,Posture,,,Posture & Inventory - Stale Data Cleanup,"(Posture) Are you seeing compliance data from test clusters that have been deleted months ago and are skewing your compliance results?
(Inventory) Are you seeing workloads returning in your search results for which you've disconnected the agent weeks ago?
The CSPM team is happy to introduce stale data cleanup! :trash_recycle:
WHAT?
Starting today, resources and compliance data older than 7 days since the last successful scan will be removed from Posture results and Inventory UI
How old is my resource?
We added ""Last Seen"" to resources on compliance results to show the last scan timestamp
""Last Seen"" is also available in Inventory under each resource's Configuration tab> Metadata
WHY?
To ensure our customers are tracking compliance results representative of their current infrastructure and are not distracted by outdated data
To ensure our customers are searching through resources still present in their environment and are not overwhelmed by resources that no longer exist or matter
In case a CSPM/KSPM scan fails, we keep results for 7 days to give users the time to see that their data hasn't been updated (with the ""Last Seen"" timestamp) and to troubleshoot their data sources scans accordingly",Slack Link,NA,NA,NA,NA,Docs Link,,
